13.0716   	1.03952   	51.922    
26.0761   	1.10988   	3.37187   
34.49     	1.98768   	48.9431   
13.6478   	1.07658   	48.0604   
8.01401   	1.03607   	9.77261   
12.3633   	1.80638   	3.54744   
25.1706   	1.76972   	65.7099   
0.627467  	2.23003   	1.90787   
35.9924   	1.14425   	59.4922   
1.20749   	0.850483  	51.4137   
8.90797   	0.765544  	73.912    
38.2009   	2.04253   	68.9175   
39.3232   	2.83333   	9.27588   
13.8347   	1.23843   	39.4377   
2.89084   	2.00156   	39.0374   
11.8878   	2.07376   	39.7839   
29.6231   	1.91685   	6.49268   
20.4566   	0.99718   	34.2538   
9.94217   	2.40336   	47.5918   
18.1825   	0.96768   	39.6245   
14.1721   	1.83066   	55.902    
33.0944   	1.16625   	53.0626   
26.0478   	1.41636   	10.673    
13.0419   	1.04531   	62.1606   
24.7305   	2.24846   	64.9674   
9.48774   	2.27788   	47.8874   
35.6806   	0.795518  	4.89321   
30.0048   	2.32902   	21.2649   
18.393    	2.2664    	74.6805   
35.6487   	1.86847   	76.5742   
16.5839   	0.755607  	6.73518   
15.3817   	2.24457   	27.6038   
8.20857   	2.03014   	18.7877   
29.4855   	0.748264  	42.2455   
4.83268   	0.606069  	59.4156   
17.24     	2.0174    	12.4803   
30.7181   	1.12137   	3.93238   
16.6327   	1.09386   	12.4854   
14.1523   	1.76327   	57.2301   
31.0251   	1.99533   	62.2493   
14.4038   	1.87729   	75.5968   
33.216    	0.97313   	49.256    
32.203    	0.556226  	50.7458   
7.35871   	0.619523  	71.4008   
19.3958   	1.26352   	66.1491   
27.7253   	2.10168   	64.8249   
32.9945   	1.89087   	51.9181   
23.0757   	1.08101   	75.9052   
8.25168   	1.00061   	5.92776   
5.94969   	1.2436    	72.4698   
10.1653   	1.95062   	25.7031   
18.6548   	1.99621   	13.5448   
28.1372   	1.91463   	29.6422   
23.4707   	1.14189   	75.4893   
15.7588   	1.46618   	64.8646   
28.1793   	1.80908   	66.3268   
17.2454   	0.995383  	32.1733   
26.2406   	2.06419   	32.661    
5.1915    	1.00195   	63.4675   
24.9242   	2.33593   	64.7405   
32.5637   	2.30733   	54.8692   
1.84175   	0.961591  	41.2674   
32.2798   	0.940315  	67.786    
38.4787   	2.03543   	39.6466   
35.1931   	1.18807   	43.0765   
30.0518   	2.02139   	16.9196   
13.4603   	1.19681   	61.8603   
35.3297   	2.03285   	4.00586   
12.3097   	1.85122   	11.1563   
33.7411   	1.09867   	22.7223   
29.6767   	0.371354  	41.9807   
19.3388   	2.00754   	15.436    
2.72388   	1.08723   	39.2234   
25.6749   	2.23193   	60.1926   
28.0736   	1.95166   	64.4764   
11.2169   	2.1187    	70.5113   
16.2723   	1.22806   	57.0461   
17.6458   	0.924387  	37.3889   
26.0169   	1.06744   	35.0374   
28.1085   	1.02947   	50.556    
23.0856   	1.92726   	49.2461   
25.1014   	0.632234  	7.48842   
32.781    	0.840026  	49.4461   
14.1522   	1.73714   	32.0751   
6.71816   	0.978915  	64.4176   
21.8697   	0.74305   	62.1935   
15.3525   	1.01353   	70.038    
27.7314   	1.94586   	3.21688   
9.38172   	1.21925   	8.74055   
38.0613   	1.18666   	65.6656   
9.66413   	1.22172   	8.42148   
21.5801   	2.31348   	56.4004   
20.4092   	1.01928   	36.5822   
23.4998   	0.991565  	1.00543   
14.6432   	2.01718   	9.85175   
12.6184   	1.14096   	8.39626   
17.2134   	0.609419  	32.4718   
7.65793   	1.20593   	59.7333   
32.7227   	1.09525   	53.3865   
20.278    	1.69094   	11.3771   
35.6492   	0.738175  	2.1286    
26.0525   	2.25338   	64.5343   
4.72118   	0.832723  	70.7261   
4.42057   	2.37785   	11.2085   
38.2275   	1.32049   	64.9306   
25.5444   	2.23193   	59.9409   
34.8163   	2.25312   	41.4511   
34.5437   	0.891677  	9.88978   
38.3888   	1.02758   	12.2053   
12.2565   	1.61408   	35.1137   
10.398    	1.84468   	50.6647   
26.3664   	0.983568  	31.0549   
38.7233   	1.81876   	70.7582   
15.4891   	2.24457   	27.8071   
9.34291   	1.144     	73.7984   
22.6091   	1.02686   	29.7189   
30.1026   	1.83168   	64.4356   
1.83555   	1.17608   	43.2973   
20.3412   	0.962495  	48.5606   
34.4011   	0.860503  	10.366    
4.90639   	1.22573   	63.0699   
9.21987   	2.32656   	4.7427    
25.6476   	1.50395   	43.7508   
2.68643   	1.00903   	6.36416   
21.8915   	1.95408   	26.099    
22.4565   	2.02386   	32.5342   
5.60231   	1.84359   	43.6553   
5.18075   	0.65202   	47.2862   
33.1579   	2.63594   	59.3163   
